"","Gene.Symbol","StrataNGSv3","xT","Match type.x","Approved symbol.x","Approved name.x","HGNC ID.x","Location.x","xO","TSO500","Match type.y","Approved symbol.y","Approved name.y","HGNC ID.y","Location.y","FoundationOne","Match type","Approved symbol","Approved name","HGNC ID","Location","MSK"
"1018","MAPK6",NA,NA,"Approved symbol","MAPK6","mitogen-activated protein kinase 6","HGNC:6879","15q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","MAPK7",NA,NA,"Approved symbol","MAPK7","mitogen-activated protein kinase 7","HGNC:6880","17p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","MAPK8","Yes",NA,"Approved symbol","MAPK8","mitogen-activated protein kinase 8","HGNC:6881","10q11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","MAPK9",NA,NA,"Approved symbol","MAPK9","mitogen-activated protein kinase 9","HGNC:6886","5q35.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","MAPKAP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","MAPKAP1","mitogen-activated protein kinase associated protein 1","HGNC:18752","9q33.3","Yes"
"1023","MARCH1",NA,NA,"Approved symbol","43525","membrane associated ring-CH-type finger 1","HGNC:26077","4q32.2-q32.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","MARK1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","MARK4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","MAST1",NA,NA,"Approved symbol","MAST1","microtubule associated serine/threonine kinase 1","HGNC:19034","19p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","MAST2",NA,NA,"Approved symbol","MAST2","microtubule associated serine/threonine kinase 2","HGNC:19035","1p34.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","MATK",NA,NA,"Approved symbol","MATK","megakaryocyte-associated tyrosine kinase","HGNC:6906","19p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","MAU2",NA,NA,"Approved symbol","MAU2","MAU2 sister chromatid cohesion factor","HGNC:29140","19p13.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","MAX",NA,"Yes","Approved symbol","MAX","MYC associated factor X","HGNC:6913","14q23.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","MAX","MYC associated factor X","HGNC:6913","14q23.3","Yes"
"1031","MBD1","Yes",NA,"Approved symbol","MBD1","methyl-CpG binding domain protein 1","HGNC:6916","18q21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","MBD3",NA,NA,"Approved symbol","MBD3","methyl-CpG binding domain protein 3","HGNC:6918","19p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","MC1R",NA,"Yes","Approved symbol","MC1R","melanocortin 1 receptor","HGNC:6929","16q24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","MCL1","Yes","Yes","Approved symbol","MCL1","MCL1 apoptosis regulator, BCL2 family member","HGNC:6943","1q21.2","Yes","Yes","Approved symbol","MCL1","MCL1 apoptosis regulator, BCL2 family member","HGNC:6943","1q21.2","Yes","Approved symbol","MCL1","MCL1 apoptosis regulator, BCL2 family member","HGNC:6943","1q21.2","Yes"
"1035","MCPH1",NA,NA,"Approved symbol","MCPH1","microcephalin 1","HGNC:6954","8p23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","MDC1",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","MDC1","mediator of DNA damage checkpoint 1","HGNC:21163","6p21.33","Yes"
"1037","MDM2","Yes","Yes","Approved symbol","MDM2","MDM2 proto-oncogene","HGNC:6973","12q15","Yes","Yes","Approved symbol","MDM2","MDM2 proto-oncogene","HGNC:6973","12q15","Yes","Approved symbol","MDM2","MDM2 proto-oncogene","HGNC:6973","12q15","Yes"
"1038","MDM4","Yes","Yes","Approved symbol","MDM4","MDM4 regulator of p53","HGNC:6974","1q32.1","Yes","Yes","Approved symbol","MDM4","MDM4 regulator of p53","HGNC:6974","1q32.1","Yes","Approved symbol","MDM4","MDM4 regulator of p53","HGNC:6974","1q32.1","Yes"
"1039","MDS2",NA,NA,"Approved symbol","MDS2","myelodysplastic syndrome 2 translocation associated","HGNC:29633","1p36","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","MECOM",NA,NA,"Approved symbol","MECOM","MDS1 and EVI1 complex locus","HGNC:3498","3q26.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","MED12",NA,"Yes","Approved symbol","MED12","mediator complex subunit 12","HGNC:11957","Xq13.1","Yes","Yes","Approved symbol","MED12","mediator complex subunit 12","HGNC:11957","Xq13.1","Yes","Approved symbol","MED12","mediator complex subunit 12","HGNC:11957","Xq13.1","Yes"
"1042","MED12L",NA,NA,"Approved symbol","MED12L","mediator complex subunit 12 like","HGNC:16050","3q25.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","MED29",NA,NA,"Approved symbol","MED29","mediator complex subunit 29","HGNC:23074","19q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","MEF2B",NA,"Yes","Approved symbol","MEF2B","myocyte enhancer factor 2B","HGNC:6995","19p13.11","Yes","Yes","Approved symbol","MEF2B","myocyte enhancer factor 2B","HGNC:6995","19p13.11","Yes","Approved symbol","MEF2B","myocyte enhancer factor 2B","HGNC:6995","19p13.11","Yes"
"1045","MEN1","Yes","Yes","Approved symbol","MEN1","menin 1","HGNC:7010","11q13","Yes","Yes","Approved symbol","MEN1","menin 1","HGNC:7010","11q13","Yes","Approved symbol","MEN1","menin 1","HGNC:7010","11q13","Yes"
"1046","MERTK",NA,NA,"Approved symbol","MERTK","MER proto-oncogene, tyrosine kinase","HGNC:7027","2q13","Yes",NA,"Approved symbol","MERTK","MER proto-oncogene, tyrosine kinase","HGNC:7027","2q13","Yes",NA,NA,NA,NA,NA,NA
"1047","MET","Yes","Yes","Approved symbol","MET","MET proto-oncogene, receptor tyrosine kinase","HGNC:7029","7q31","Yes","Yes","Approved symbol","MET","MET proto-oncogene, receptor tyrosine kinase","HGNC:7029","7q31","Yes","Approved symbol","MET","MET proto-oncogene, receptor tyrosine kinase","HGNC:7029","7q31","Yes"
"1048","MGA",NA,NA,"Approved symbol","MGA","MAX dimerization protein MGA","HGNC:14010","15q15","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","MGA","MAX dimerization protein MGA","HGNC:14010","15q15","Yes"
"1049","MGMT",NA,"Yes","Approved symbol","MGMT","O-6-methylguanine-DNA methyltransferase","HGNC:7059","10q26.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","MIB1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","MID1",NA,NA,"Approved symbol","MID1","midline 1","HGNC:7095","Xp22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","MINK1",NA,NA,"Approved symbol","MINK1","misshapen like kinase 1","HGNC:17565","17p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","MIPOL1",NA,NA,"Approved symbol","MIPOL1","mirror-image polydactyly 1","HGNC:21460","14q13.3-q21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","MITF","Yes","Yes","Approved symbol","MITF","melanocyte inducing transcription factor","HGNC:7105","3p13","Yes","Yes","Approved symbol","MITF","melanocyte inducing transcription factor","HGNC:7105","3p13","Yes","Approved symbol","MITF","melanocyte inducing transcription factor","HGNC:7105","3p13","Yes"
"1055","MKI67",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","MKL1",NA,NA,"Previous symbol","MRTFA","myocardin related transcription factor A","HGNC:14334","22q13.1-q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","MKL2",NA,NA,"Previous symbol","MRTFB","myocardin related transcription factor B","HGNC:29819","16p13.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","MKNK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","MKNK1","MAP kinase interacting serine/threonine kinase 1","HGNC:7110","1p33","Yes",NA,NA,NA,NA,NA,NA
"1059","MLF1",NA,NA,"Approved symbol","MLF1","myeloid leukemia factor 1","HGNC:7125","3q25.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","MLH1","Yes","Yes","Approved symbol","MLH1","mutL homolog 1","HGNC:7127","3p22.2","Yes","Yes","Approved symbol","MLH1","mutL homolog 1","HGNC:7127","3p22.2","Yes","Approved symbol","MLH1","mutL homolog 1","HGNC:7127","3p22.2","Yes"
"1061","MLH3",NA,"Yes","Approved symbol","MLH3","mutL homolog 3","HGNC:7128","14q24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","MLL","Yes",NA,"Previous symbol","KMT2A","lysine methyltransferase 2A","HGNC:7132","11q23.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","MLL2","Yes",NA,"Previous symbol","KMT2D","lysine methyltransferase 2D","HGNC:7133","12q13.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","MLL3","Yes",NA,"Previous symbol","KMT2C","lysine methyltransferase 2C","HGNC:13726","7q36.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","MLLT1",NA,NA,"Approved symbol","MLLT1","MLLT1 super elongation complex subunit","HGNC:7134","19p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","MLLT10","Yes",NA,"Approved symbol","MLLT10","MLLT10 histone lysine methyltransferase DOT1L cofactor","HGNC:16063","10p12.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","MLLT11",NA,NA,"Approved symbol","MLLT11","MLLT11 transcription factor 7 cofactor","HGNC:16997","1q21.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","MLLT3",NA,"Yes","Approved symbol","MLLT3","MLLT3 super elongation complex subunit","HGNC:7136","9p21.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","MLLT6",NA,NA,"Approved symbol","MLLT6","MLLT6, PHD finger containing","HGNC:7138","17q12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","MLST8",NA,NA,"Approved symbol","MLST8","MTOR associated protein, LST8 homolog","HGNC:24825","16p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","MMP2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","MN1","Yes",NA,"Approved symbol","MN1","MN1 proto-oncogene, transcriptional regulator","HGNC:7180","22q12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","MNX1",NA,NA,"Approved symbol","MNX1","motor neuron and pancreas homeobox 1","HGNC:4979","7q36.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","MOB1A",NA,NA,"Approved symbol","MOB1A","MOB kinase activator 1A","HGNC:16015","2p13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","MOB1B",NA,NA,"Approved symbol","MOB1B","MOB kinase activator 1B","HGNC:29801","4q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","MOS",NA,NA,"Approved symbol","MOS","MOS proto-oncogene, serine/threonine kinase","HGNC:7199","8q12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","MPG",NA,NA,"Approved symbol","MPG","N-methylpurine DNA glycosylase","HGNC:7211","16p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","MPL","Yes","Yes","Approved symbol","MPL","MPL proto-oncogene, thrombopoietin receptor","HGNC:7217","1p34.2","Yes","Yes","Approved symbol","MPL","MPL proto-oncogene, thrombopoietin receptor","HGNC:7217","1p34.2","Yes","Approved symbol","MPL","MPL proto-oncogene, thrombopoietin receptor","HGNC:7217","1p34.2","Yes"
"1079","MRE11A","Yes","Yes","Previous symbol","MRE11","MRE11 homolog, double strand break repair nuclease","HGNC:7230","11q21","Yes","Yes","Previous symbol","MRE11","MRE11 homolog, double strand break repair nuclease","HGNC:7230","11q21","Yes","Previous symbol","MRE11","MRE11 homolog, double strand break repair nuclease","HGNC:7230","11q21","Yes"
"1080","MS4A1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","MSH2","Yes","Yes","Approved symbol","MSH2","mutS homolog 2","HGNC:7325","2p21-p16.3","Yes","Yes","Approved symbol","MSH2","mutS homolog 2","HGNC:7325","2p21-p16.3","Yes","Approved symbol","MSH2","mutS homolog 2","HGNC:7325","2p21-p16.3","Yes"
"1082","MSH3",NA,"Yes","Approved symbol","MSH3","mutS homolog 3","HGNC:7326","5q14.1","Yes","Yes","Approved symbol","MSH3","mutS homolog 3","HGNC:7326","5q14.1","Yes","Approved symbol","MSH3","mutS homolog 3","HGNC:7326","5q14.1","Yes"
"1083","MSH4",NA,NA,"Approved symbol","MSH4","mutS homolog 4","HGNC:7327","1p31.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","MSH6","Yes","Yes","Approved symbol","MSH6","mutS homolog 6","HGNC:7329","2p16.3","Yes","Yes","Approved symbol","MSH6","mutS homolog 6","HGNC:7329","2p16.3","Yes","Approved symbol","MSH6","mutS homolog 6","HGNC:7329","2p16.3","Yes"
"1085","MSI1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","MSI1","musashi RNA binding protein 1","HGNC:7330","12q24.31","Yes"
"1086","MSI2",NA,NA,"Approved symbol","MSI2","musashi RNA binding protein 2","HGNC:18585","17q22","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","MSI2","musashi RNA binding protein 2","HGNC:18585","17q22","Yes"
"1087","MST1",NA,NA,"Approved symbol","MST1","macrophage stimulating 1","HGNC:7380","3p21.31","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","MST1","macrophage stimulating 1","HGNC:7380","3p21.31","Yes"
"1088","MST1R",NA,NA,"Approved symbol","MST1R","macrophage stimulating 1 receptor","HGNC:7381","3p21.31","Yes","Yes","Approved symbol","MST1R","macrophage stimulating 1 receptor","HGNC:7381","3p21.31","Yes","Approved symbol","MST1R","macrophage stimulating 1 receptor","HGNC:7381","3p21.31","Yes"
"1089","MTAP",NA,"Yes","Approved symbol","MTAP","methylthioadenosine phosphorylase","HGNC:7413","9p21.3","Yes",NA,"Approved symbol","MTAP","methylthioadenosine phosphorylase","HGNC:7413","9p21.3","Yes",NA,NA,NA,NA,NA,NA
"1090","MTCP1",NA,NA,"Approved symbol","MTCP1","mature T cell proliferation 1","HGNC:7423","Xq28","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","MTDH",NA,NA,"Approved symbol","MTDH","metadherin","HGNC:29608","8q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","MTHFR",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","MTOR","Yes","Yes","Approved symbol","MTOR","mechanistic target of rapamycin kinase","HGNC:3942","1p36.22","Yes","Yes","Approved symbol","MTOR","mechanistic target of rapamycin kinase","HGNC:3942","1p36.22","Yes","Approved symbol","MTOR","mechanistic target of rapamycin kinase","HGNC:3942","1p36.22","Yes"
"1094","MTR","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","MTRR","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","MUC1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","MUSK",NA,NA,"Approved symbol","MUSK","muscle associated receptor tyrosine kinase","HGNC:7525","9q31.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","MUTYH","Yes","Yes","Approved symbol","MUTYH","mutY DNA glycosylase","HGNC:7527","1p34.1","Yes","Yes","Approved symbol","MUTYH","mutY DNA glycosylase","HGNC:7527","1p34.1","Yes","Approved symbol","MUTYH","mutY DNA glycosylase","HGNC:7527","1p34.1","Yes"
"1099","MXD1",NA,NA,"Approved symbol","MXD1","MAX dimerization protein 1","HGNC:6761","2p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","MYB","Yes","Yes","Approved symbol","MYB","MYB proto-oncogene, transcription factor","HGNC:7545","6q23.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","MYBL1",NA,NA,"Approved symbol","MYBL1","MYB proto-oncogene like 1","HGNC:7547","8q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","MYBL2",NA,NA,"Approved symbol","MYBL2","MYB proto-oncogene like 2","HGNC:7548","20q13.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","MYBPC3",NA,NA,"Approved symbol","MYBPC3","myosin binding protein C, cardiac","HGNC:7551","11p11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","MYC","Yes","Yes","Approved symbol","MYC","MYC proto-oncogene, bHLH transcription factor","HGNC:7553","8q24.21","Yes","Yes","Approved symbol","MYC","MYC proto-oncogene, bHLH transcription factor","HGNC:7553","8q24.21","Yes","Approved symbol","MYC","MYC proto-oncogene, bHLH transcription factor","HGNC:7553","8q24.21","Yes"
"1105","MYCL",NA,"Yes","Approved symbol","MYCL","MYCL proto-oncogene, bHLH transcription factor","HGNC:7555","1p34.2","Yes",NA,"Approved symbol","MYCL","MYCL proto-oncogene, bHLH transcription factor","HGNC:7555","1p34.2","Yes",NA,NA,NA,NA,NA,NA
"1106","MYCL1","Yes",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Previous symbol","MYCL","MYCL proto-oncogene, bHLH transcription factor","HGNC:7555","1p34.2","Yes"
"1107","MYCN","Yes","Yes","Approved symbol","MYCN","MYCN proto-oncogene, bHLH transcription factor","HGNC:7559","2p24.3","Yes","Yes","Approved symbol","MYCN","MYCN proto-oncogene, bHLH transcription factor","HGNC:7559","2p24.3","Yes","Approved symbol","MYCN","MYCN proto-oncogene, bHLH transcription factor","HGNC:7559","2p24.3","Yes"
"1108","MYD88","Yes","Yes","Approved symbol","MYD88","MYD88 innate immune signal transduction adaptor","HGNC:7562","3p22.2","Yes","Yes","Approved symbol","MYD88","MYD88 innate immune signal transduction adaptor","HGNC:7562","3p22.2","Yes","Approved symbol","MYD88","MYD88 innate immune signal transduction adaptor","HGNC:7562","3p22.2","Yes"
"1109","MYH11","Yes","Yes","Approved symbol","MYH11","myosin heavy chain 11","HGNC:7569","16p13.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","MYH7",NA,NA,"Approved symbol","MYH7","myosin heavy chain 7","HGNC:7577","14q11.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","MYH9","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","MYL2",NA,NA,"Approved symbol","MYL2","myosin light chain 2","HGNC:7583","12q24.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","MYL3",NA,NA,"Approved symbol","MYL3","myosin light chain 3","HGNC:7584","3p21.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","MYLK",NA,NA,"Approved symbol","MYLK","myosin light chain kinase","HGNC:7590","3q21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","MYOD1",NA,NA,"Approved symbol","MYOD1","myogenic differentiation 1","HGNC:7611","11p15.1","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","MYOD1","myogenic differentiation 1","HGNC:7611","11p15.1","Yes"
"1116","NAB1",NA,NA,"Approved symbol","NAB1","NGFI-A binding protein 1","HGNC:7626","2q32.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","NAB2",NA,NA,"Approved symbol","NAB2","NGFI-A binding protein 2","HGNC:7627","12q13.3","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","NAT2",NA,NA,"Approved symbol","NAT2","N-acetyltransferase 2","HGNC:7646","8p22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","NBN","Yes","Yes","Approved symbol","NBN","nibrin","HGNC:7652","8q21.3","Yes","Yes","Approved symbol","NBN","nibrin","HGNC:7652","8q21.3","Yes","Approved symbol","NBN","nibrin","HGNC:7652","8q21.3","Yes"
"1120","NCK1",NA,NA,"Approved symbol","NCK1","NCK adaptor protein 1","HGNC:7664","3q22.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","NCK2",NA,NA,"Approved symbol","NCK2","NCK adaptor protein 2","HGNC:7665","2q12.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","NCOA1","Yes",NA,"Approved symbol","NCOA1","nuclear receptor coactivator 1","HGNC:7668","2p23.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","NCOA2","Yes",NA,"Approved symbol","NCOA2","nuclear receptor coactivator 2","HGNC:7669","8q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","NCOA3",NA,NA,"Approved symbol","NCOA3","nuclear receptor coactivator 3","HGNC:7670","20q13.12","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","NCOA3","nuclear receptor coactivator 3","HGNC:7670","20q13.12","Yes"
"1125","NCOA4","Yes",NA,"Approved symbol","NCOA4","nuclear receptor coactivator 4","HGNC:7671","10q11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","NCOR1",NA,"Yes","Approved symbol","NCOR1","nuclear receptor corepressor 1","HGNC:7672","17p12-p11.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","NCOR1","nuclear receptor corepressor 1","HGNC:7672","17p12-p11.2","Yes"
"1127","NCOR2",NA,"Yes","Approved symbol","NCOR2","nuclear receptor corepressor 2","HGNC:7673","12q24.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","NCSTN",NA,NA,"Approved symbol","NCSTN","nicastrin","HGNC:17091","1q23.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","NDRG1",NA,NA,"Approved symbol","NDRG1","N-myc downstream regulated 1","HGNC:7679","8q24.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","NEGR1",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","NEGR1","neuronal growth regulator 1","HGNC:17302","1p31.1","Yes"
"1131","NEK1",NA,NA,"Approved symbol","NEK1","NIMA related kinase 1","HGNC:7744","4q33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","NEK10",NA,NA,"Approved symbol","NEK10","NIMA related kinase 10","HGNC:18592","3p24.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","NEK11",NA,NA,"Approved symbol","NEK11","NIMA related kinase 11","HGNC:18593","3q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","NEK2A",NA,NA,"Synonyms","NEK2","NIMA related kinase 2","HGNC:7745","1q32.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","NEK3",NA,NA,"Approved symbol","NEK3","NIMA related kinase 3","HGNC:7746","13q14.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","NEK4",NA,NA,"Approved symbol","NEK4","NIMA related kinase 4","HGNC:11399","3p21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","NEK5",NA,NA,"Approved symbol","NEK5","NIMA related kinase 5","HGNC:7748","13q14.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","NEK6",NA,NA,"Approved symbol","NEK6","NIMA related kinase 6","HGNC:7749","9q33.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","NEK7",NA,NA,"Approved symbol","NEK7","NIMA related kinase 7","HGNC:13386","1q31.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","NEK8",NA,NA,"Approved symbol","NEK8","NIMA related kinase 8","HGNC:13387","17q11.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","NEK9",NA,NA,"Approved symbol","NEK9","NIMA related kinase 9","HGNC:18591","14q24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","NF1","Yes","Yes","Approved symbol","NF1","neurofibromin 1","HGNC:7765","17q11.2","Yes","Yes","Approved symbol","NF1","neurofibromin 1","HGNC:7765","17q11.2","Yes","Approved symbol","NF1","neurofibromin 1","HGNC:7765","17q11.2","Yes"
"1143","NF2","Yes","Yes","Approved symbol","NF2","neurofibromin 2","HGNC:7773","22q12.2","Yes","Yes","Approved symbol","NF2","neurofibromin 2","HGNC:7773","22q12.2","Yes","Approved symbol","NF2","neurofibromin 2","HGNC:7773","22q12.2","Yes"
"1144","NFATC1",NA,NA,"Approved symbol","NFATC1","nuclear factor of activated T cells 1","HGNC:7775","18q23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
